"","1","2","3","4","5","6","7","8","9"
"1866","SFN","SFN",NA,NA,NA,NA,NA,NA,NA
"1867","BAL",NA,NA,NA,NA,NA,NA,NA,NA
"1868","PHI","PHI","PHI",NA,NA,NA,NA,NA,NA
"1869","CHN","CHN","CHN","COL",NA,NA,NA,NA,NA
"1870","TBA",NA,NA,NA,NA,NA,NA,NA,NA
"1871","CHN",NA,NA,NA,NA,NA,NA,NA,NA
"1872","CHN","CHN","CHN","CHN","ATL","CHN",NA,NA,NA
"1873","COL","COL","COL","BOS",NA,NA,NA,NA,NA
"1874","SEA","SEA","SEA","NYA","NYA","NYA",NA,NA,NA
"1875","DET","DET",NA,NA,NA,NA,NA,NA,NA
"1876","LAN","LAN",NA,NA,NA,NA,NA,NA,NA
"1877","TOR","SLN","SLN","SLN","CLE","CLE","CLE","SDN",NA
"1878","NYA","NYA","NYA","NYA","NYA",NA,NA,NA,NA
"1879","PIT","PIT",NA,NA,NA,NA,NA,NA,NA
"1880","MIL","ARI",NA,NA,NA,NA,NA,NA,NA
"1881","CHA",NA,NA,NA,NA,NA,NA,NA,NA
"1882","SLN","SLN","SLN","LAA","LAA",NA,NA,NA,NA
"1883","CLE","CLE","CLE",NA,NA,NA,NA,NA,NA
"1884","CHA","CHA","CHA","CHA","CHA",NA,NA,NA,NA
"1885","BOS","BOS","BOS","MIA","MIA","ARI",NA,NA,NA
"1886","CHN","CHN","CHN","CHN","OAK","CHA",NA,NA,NA
"1887","CIN",NA,NA,NA,NA,NA,NA,NA,NA
"1888","FLO","MIA",NA,NA,NA,NA,NA,NA,NA
"1889","TOR","TOR",NA,NA,NA,NA,NA,NA,NA
"1890","FLO","MIA","DET","DET","DET","DET",NA,NA,NA
"1891","HOU","CHA",NA,NA,NA,NA,NA,NA,NA
"1892","FLO","PHI",NA,NA,NA,NA,NA,NA,NA
"1893","CHA","CHA",NA,NA,NA,NA,NA,NA,NA
"1894","SLN","SLN","CHN",NA,NA,NA,NA,NA,NA
"1895","SFN",NA,NA,NA,NA,NA,NA,NA,NA
"1896","FLO","MIA","PIT","PIT","PIT",NA,NA,NA,NA
"1897","NYA",NA,NA,NA,NA,NA,NA,NA,NA
"1898","SFN","SFN","SFN","SFN","SFN",NA,NA,NA,NA
"1899","SFN","KCA","COL","PIT",NA,NA,NA,NA,NA
"1900","PIT","PIT","PIT",NA,NA,NA,NA,NA,NA
"1901","SFN","SFN","SFN","SFN","BOS",NA,NA,NA,NA
"1902","LAN","LAN","TBA","CLE",NA,NA,NA,NA,NA
"1903","NYA",NA,NA,NA,NA,NA,NA,NA,NA
"1904","MIN",NA,NA,NA,NA,NA,NA,NA,NA
"1905","CLE","CLE","CLE","CLE","CLE",NA,NA,NA,NA
"1906","MIN","MIN",NA,NA,NA,NA,NA,NA,NA
"1907","HOU","HOU","MIL",NA,NA,NA,NA,NA,NA
"1908","LAA","LAA","KCA","ATL","MIN",NA,NA,NA,NA
"1909","NYN",NA,NA,NA,NA,NA,NA,NA,NA
"1910","CHA","CHA","CHA","LAA","LAA",NA,NA,NA,NA
"1911","DET","DET","DET","CIN",NA,NA,NA,NA,NA
"1912","DET","DET","CLE",NA,NA,NA,NA,NA,NA
"1913","CHA","TOR","TOR","TOR","LAN","NYA",NA,NA,NA
"1914","CIN","CHN","CHN",NA,NA,NA,NA,NA,NA
"1915","PHI",NA,NA,NA,NA,NA,NA,NA,NA
"1916","TEX","MIL",NA,NA,NA,NA,NA,NA,NA
"1917","NYN","NYN","NYN","NYN",NA,NA,NA,NA,NA
"1918","ARI","ARI","BAL","SEA","TEX","BAL",NA,NA,NA
"1919","SEA","SEA","SEA","SEA","TOR",NA,NA,NA,NA
"1920","PHI","PHI","PHI","OAK",NA,NA,NA,NA,NA
"1921","COL","COL","COL","PIT",NA,NA,NA,NA,NA
"1922","ATL","HOU","HOU","ATL","ATL","MIN","MIN",NA,NA
"1923","MIL","MIL","MIL","MIL","MIL",NA,NA,NA,NA
"1924","LAN",NA,NA,NA,NA,NA,NA,NA,NA
"1925","TEX","TEX","TEX","TEX",NA,NA,NA,NA,NA
"1926","DET","DET","DET","DET","WAS",NA,NA,NA,NA
"1927","SFN","SFN","PHI","CHN","CHN","WAS",NA,NA,NA
"1928","DET","DET",NA,NA,NA,NA,NA,NA,NA
"1929","CHN","CHN",NA,NA,NA,NA,NA,NA,NA
"1930","ATL",NA,NA,NA,NA,NA,NA,NA,NA
"1931","ARI",NA,NA,NA,NA,NA,NA,NA,NA
"1932","PHI","PHI",NA,NA,NA,NA,NA,NA,NA
"1933","BAL","BAL","BAL",NA,NA,NA,NA,NA,NA
"1934","ARI",NA,NA,NA,NA,NA,NA,NA,NA
"1935","ARI","TOR",NA,NA,NA,NA,NA,NA,NA
"1936","SLN","SLN","LAN","CIN","CIN",NA,NA,NA,NA
"1937","CHN",NA,NA,NA,NA,NA,NA,NA,NA
"1938","NYN","NYN",NA,NA,NA,NA,NA,NA,NA
"1939","PHI","PHI",NA,NA,NA,NA,NA,NA,NA
"1940","BAL","TBA","TBA",NA,NA,NA,NA,NA,NA
"1941","SDN","OAK","OAK","OAK","OAK",NA,NA,NA,NA
"1942","SLN","SLN",NA,NA,NA,NA,NA,NA,NA
"1943","BOS","COL","SFN","SFN","SFN",NA,NA,NA,NA
"1944","LAN",NA,NA,NA,NA,NA,NA,NA,NA
"1945","SEA","SEA","SEA","SEA","SEA",NA,NA,NA,NA
"1946","CLE",NA,NA,NA,NA,NA,NA,NA,NA
"1947","LAA","MIL","MIL","MIL","MIL",NA,NA,NA,NA
"1948","LAN","LAN","LAN","CLE",NA,NA,NA,NA,NA
"1949","CHA","CHA","OAK",NA,NA,NA,NA,NA,NA
"1950","CHA",NA,NA,NA,NA,NA,NA,NA,NA
"1951","WAS",NA,NA,NA,NA,NA,NA,NA,NA
"1952","NYA",NA,NA,NA,NA,NA,NA,NA,NA
"1953","WAS",NA,NA,NA,NA,NA,NA,NA,NA
"1954","TBA",NA,NA,NA,NA,NA,NA,NA,NA
"1955","ARI","ARI","CLE","CLE","CLE",NA,NA,NA,NA
"1956","BOS",NA,NA,NA,NA,NA,NA,NA,NA
"1957","ATL",NA,NA,NA,NA,NA,NA,NA,NA
"1958","ATL","SEA",NA,NA,NA,NA,NA,NA,NA
"1959","TBA","TBA","KCA","KCA","SDN",NA,NA,NA,NA
"1960","LAA","LAA","LAA",NA,NA,NA,NA,NA,NA
"1961","TBA","BOS","NYN","SEA","CLE",NA,NA,NA,NA
"1962","ATL","NYA",NA,NA,NA,NA,NA,NA,NA
"1963","HOU","LAA","LAA","CLE","CHA",NA,NA,NA,NA
"1964","SLN","SLN","SLN",NA,NA,NA,NA,NA,NA
"1965","TOR","TOR","TOR","CHA",NA,NA,NA,NA,NA
"1966","ATL","ATL","ATL","ATL",NA,NA,NA,NA,NA
"1967","ATL",NA,NA,NA,NA,NA,NA,NA,NA
"1968","BAL","CIN","CIN","CIN","DET",NA,NA,NA,NA
"1969","HOU","HOU",NA,NA,NA,NA,NA,NA,NA
"1970","CLE","CLE","ARI","HOU","HOU",NA,NA,NA,NA
"1971","CLE","BOS","PHI","PHI","TBA",NA,NA,NA,NA
"1972","DET","OAK","OAK","NYA",NA,NA,NA,NA,NA
"1973","ARI","ARI","LAA",NA,NA,NA,NA,NA,NA
"1974","MIA",NA,NA,NA,NA,NA,NA,NA,NA
"1975","MIN",NA,NA,NA,NA,NA,NA,NA,NA
"1976","WAS","PIT",NA,NA,NA,NA,NA,NA,NA
"1977","MIN","MIA","MIA",NA,NA,NA,NA,NA,NA
"1978","SDN",NA,NA,NA,NA,NA,NA,NA,NA
"1979","SEA","SEA",NA,NA,NA,NA,NA,NA,NA
"1980","DET","OAK",NA,NA,NA,NA,NA,NA,NA
"1981","CLE","CLE","CLE","LAA","LAA",NA,NA,NA,NA
"1982","CIN",NA,NA,NA,NA,NA,NA,NA,NA
"1983","CIN",NA,NA,NA,NA,NA,NA,NA,NA
"1984","COL","OAK","OAK","SDN","SEA",NA,NA,NA,NA
"1985","KCA","KCA","MIL","MIL",NA,NA,NA,NA,NA
"1986","SEA","SEA","SEA","SEA","TOR",NA,NA,NA,NA
"1987","TEX","TEX","OAK",NA,NA,NA,NA,NA,NA
"1988","DET","DET","DET","TBA","TBA",NA,NA,NA,NA
"1989","TOR","TOR","PIT","PIT","PIT","BAL","PIT",NA,NA
"1990","CHA",NA,NA,NA,NA,NA,NA,NA,NA
"1991","CHN","TEX",NA,NA,NA,NA,NA,NA,NA
"1992","BAL","TEX","BOS",NA,NA,NA,NA,NA,NA
"1993","PIT","HOU","BAL",NA,NA,NA,NA,NA,NA
"1994","BAL","CHN","SLN",NA,NA,NA,NA,NA,NA
"1995","OAK","OAK","OAK","OAK","OAK",NA,NA,NA,NA
"1996","MIA","MIA","MIA","MIA",NA,NA,NA,NA,NA
"1997","WAS","WAS","MIA",NA,NA,NA,NA,NA,NA
"1998","NYA","SDN","SDN",NA,NA,NA,NA,NA,NA
"1999","CHN","CHN",NA,NA,NA,NA,NA,NA,NA
"2000","SDN","TBA",NA,NA,NA,NA,NA,NA,NA
"2001","WAS",NA,NA,NA,NA,NA,NA,NA,NA
"2002","TBA",NA,NA,NA,NA,NA,NA,NA,NA
"2003","CHN","CHN","CHN","NYA","NYA",NA,NA,NA,NA
"2004","KCA","TEX","TEX","DET","DET","PIT",NA,NA,NA
"2005","NYA","NYA","WAS","WAS","CHN",NA,NA,NA,NA
"2006","HOU",NA,NA,NA,NA,NA,NA,NA,NA
"2007","CHN","CHN","TEX","TEX","TEX","OAK","CHA",NA,NA
"2008","CLE",NA,NA,NA,NA,NA,NA,NA,NA
"2009","CIN","CIN",NA,NA,NA,NA,NA,NA,NA
"2010","WAS","TBA",NA,NA,NA,NA,NA,NA,NA
"2011","MIN","MIN","WAS","WAS","WAS",NA,NA,NA,NA
"2012","SDN","SDN",NA,NA,NA,NA,NA,NA,NA
"2013","BOS","BOS",NA,NA,NA,NA,NA,NA,NA
"2014","SDN","SDN",NA,NA,NA,NA,NA,NA,NA
"2015","COL",NA,NA,NA,NA,NA,NA,NA,NA
"2016","HOU","HOU",NA,NA,NA,NA,NA,NA,NA
"2017","ARI","ARI",NA,NA,NA,NA,NA,NA,NA
"2018","WAS",NA,NA,NA,NA,NA,NA,NA,NA
"2019","WAS","WAS","WAS","WAS","WAS",NA,NA,NA,NA
"2020","LAA",NA,NA,NA,NA,NA,NA,NA,NA
"2021","SLN",NA,NA,NA,NA,NA,NA,NA,NA
"2022","FLO","MIA","MIA","MIA","MIA",NA,NA,NA,NA
"2023","HOU","HOU","HOU",NA,NA,NA,NA,NA,NA
"2024","SDN","SDN","SDN","SDN","MIN","NYN",NA,NA,NA
"2025","MIL",NA,NA,NA,NA,NA,NA,NA,NA
"2026","CHN",NA,NA,NA,NA,NA,NA,NA,NA
"2027","SFN","NYA","NYA","PIT","PIT",NA,NA,NA,NA
"2028","COL","CHN","LAA",NA,NA,NA,NA,NA,NA
"2029","TOR","CHA","CHA","BOS",NA,NA,NA,NA,NA
"2030","NYN","MIL","BAL","BAL",NA,NA,NA,NA,NA
"2031","ARI","ARI",NA,NA,NA,NA,NA,NA,NA
"2032","WAS","WAS","WAS","WAS","WAS",NA,NA,NA,NA
"2033","HOU","TOR",NA,NA,NA,NA,NA,NA,NA
"2034","OAK","OAK","OAK","CHN","HOU",NA,NA,NA,NA
"2035","WAS","WAS","WAS","WAS","WAS",NA,NA,NA,NA
"2036","TEX",NA,NA,NA,NA,NA,NA,NA,NA
"2037","COL","SDN","SDN","SDN","LAA","LAA",NA,NA,NA
"2038","SFN","SFN",NA,NA,NA,NA,NA,NA,NA
"2039","TOR","TOR",NA,NA,NA,NA,NA,NA,NA
"2040","TEX","BAL","BAL","BAL","CHN","CHN","CHN",NA,NA
"2041","CIN","CIN","CLE","COL","COL","TEX",NA,NA,NA
"2042","COL","CHA","SDN","SDN","SDN","ATL",NA,NA,NA
"2043","PHI","PHI","PHI",NA,NA,NA,NA,NA,NA
"2044","DET","CIN",NA,NA,NA,NA,NA,NA,NA
"2045","SEA","SEA","SEA",NA,NA,NA,NA,NA,NA
"2046","SDN",NA,NA,NA,NA,NA,NA,NA,NA
"2047","SFN","SFN","CHA","LAN",NA,NA,NA,NA,NA
"2048","SFN","SFN",NA,NA,NA,NA,NA,NA,NA
"2049","PHI",NA,NA,NA,NA,NA,NA,NA,NA
"2050","BOS","TBA","PIT",NA,NA,NA,NA,NA,NA
"2051","SEA","SEA","NYA","NYA","NYA","MIA",NA,NA,NA
"2052","OAK","OAK","WAS","WAS","OAK","MIN","MIN",NA,NA
"2053","MIN","MIN","MIN","MIN","CLE",NA,NA,NA,NA
"2054","PHI",NA,NA,NA,NA,NA,NA,NA,NA
"2055","OAK","BOS","CHN","CHN",NA,NA,NA,NA,NA
"2056","BOS",NA,NA,NA,NA,NA,NA,NA,NA
"2057","NYA","NYA","CLE","CLE","CLE","ATL",NA,NA,NA
"2058","NYN",NA,NA,NA,NA,NA,NA,NA,NA
"2059","CHN","CHN",NA,NA,NA,NA,NA,NA,NA
"2060","PIT","PIT","PIT","PIT","PIT",NA,NA,NA,NA
"2061","LAA","LAA","PIT","CHN",NA,NA,NA,NA,NA
"2062","CLE",NA,NA,NA,NA,NA,NA,NA,NA
"2063","SLN","TOR",NA,NA,NA,NA,NA,NA,NA
"2064","SFN",NA,NA,NA,NA,NA,NA,NA,NA
"2065","NYA","NYA",NA,NA,NA,NA,NA,NA,NA
"2066","SLN",NA,NA,NA,NA,NA,NA,NA,NA
"2067","TEX","TEX",NA,NA,NA,NA,NA,NA,NA
"2068","BAL",NA,NA,NA,NA,NA,NA,NA,NA
"2069","SLN",NA,NA,NA,NA,NA,NA,NA,NA
"2070","LAA",NA,NA,NA,NA,NA,NA,NA,NA
"2071","SEA","SEA",NA,NA,NA,NA,NA,NA,NA
"2072","OAK","OAK","OAK","CHA",NA,NA,NA,NA,NA
"2073","WAS","WAS",NA,NA,NA,NA,NA,NA,NA
"2074","BOS","BOS","BOS","BOS","BOS",NA,NA,NA,NA
"2075","KCA","KCA","KCA","TBA",NA,NA,NA,NA,NA
"2076","TEX","BAL","BAL","NYN","CHN",NA,NA,NA,NA
"2077","CHA","TOR",NA,NA,NA,NA,NA,NA,NA
"2078","ATL","ATL","ATL","ATL","ATL",NA,NA,NA,NA
"2079","NYA","NYA","NYA","NYA","NYA",NA,NA,NA,NA
"2080","SFN","KCA",NA,NA,NA,NA,NA,NA,NA
"2081","NYN","NYN","NYN","NYN","NYN",NA,NA,NA,NA
"2082","KCA",NA,NA,NA,NA,NA,NA,NA,NA
"2083","SDN","SDN","CHA",NA,NA,NA,NA,NA,NA
"2084","TEX","TEX","MIA",NA,NA,NA,NA,NA,NA
"2085","TOR",NA,NA,NA,NA,NA,NA,NA,NA
"2086","TEX","TEX",NA,NA,NA,NA,NA,NA,NA
"2087","ATL","ATL","ATL",NA,NA,NA,NA,NA,NA
"2088","KCA",NA,NA,NA,NA,NA,NA,NA,NA
"2089","TOR","TOR","SEA",NA,NA,NA,NA,NA,NA
"2090","LAN",NA,NA,NA,NA,NA,NA,NA,NA
"2091","SDN","SDN","SDN","ARI","ARI","LAA","HOU",NA,NA
"2092","NYN","SDN","SDN","SDN","SDN",NA,NA,NA,NA
"2093","SLN","SFN",NA,NA,NA,NA,NA,NA,NA
"2094","MIN","MIN","MIN",NA,NA,NA,NA,NA,NA
"2095","NYN","NYN","TOR","TOR","TOR",NA,NA,NA,NA
"2096","DET",NA,NA,NA,NA,NA,NA,NA,NA
"2097","DET","MIN","MIN",NA,NA,NA,NA,NA,NA
"2098","ATL","ATL","LAN",NA,NA,NA,NA,NA,NA
"2099","BOS","NYA",NA,NA,NA,NA,NA,NA,NA
"2100","MIN","CLE","PHI","BAL",NA,NA,NA,NA,NA
"2101","PIT","MIN","MIN",NA,NA,NA,NA,NA,NA
"2102","CIN",NA,NA,NA,NA,NA,NA,NA,NA
"2103","TBA",NA,NA,NA,NA,NA,NA,NA,NA
"2104","LAA","LAA","OAK",NA,NA,NA,NA,NA,NA
"2105","CHA",NA,NA,NA,NA,NA,NA,NA,NA
"2106","CHA",NA,NA,NA,NA,NA,NA,NA,NA
"2107","CHA","CHA","CHA","BOS","NYA","WAS","WAS",NA,NA
"2108","MIL","MIL","MIL","MIL",NA,NA,NA,NA,NA
"2109","FLO",NA,NA,NA,NA,NA,NA,NA,NA
"2110","BAL","BAL","BAL","BAL","BAL",NA,NA,NA,NA
"2111","TEX",NA,NA,NA,NA,NA,NA,NA,NA
"2112","MIN",NA,NA,NA,NA,NA,NA,NA,NA
"2113","LAN","LAN","TEX","TEX",NA,NA,NA,NA,NA
"2114","BAL","TOR","TOR",NA,NA,NA,NA,NA,NA
"2115","ARI",NA,NA,NA,NA,NA,NA,NA,NA
"2116","TEX",NA,NA,NA,NA,NA,NA,NA,NA
"2117","CLE","CLE","CLE","CLE","CLE",NA,NA,NA,NA
"2118","SFN",NA,NA,NA,NA,NA,NA,NA,NA
"2119","MIN","MIN","MIN",NA,NA,NA,NA,NA,NA
"2120","PIT",NA,NA,NA,NA,NA,NA,NA,NA
"2121","TBA","TBA","SDN","NYN",NA,NA,NA,NA,NA
"2122","SFN","NYN","SFN",NA,NA,NA,NA,NA,NA
"2123","COL","NYN","NYN","NYN",NA,NA,NA,NA,NA
"2124","LAN",NA,NA,NA,NA,NA,NA,NA,NA
"2125","TEX","TEX","TOR","MIL","COL",NA,NA,NA,NA
"2126","MIN",NA,NA,NA,NA,NA,NA,NA,NA
"2127","NYN","NYN",NA,NA,NA,NA,NA,NA,NA
"2128","HOU",NA,NA,NA,NA,NA,NA,NA,NA
"2129","WAS","WAS",NA,NA,NA,NA,NA,NA,NA
"2130","NYA",NA,NA,NA,NA,NA,NA,NA,NA
"2131","TOR",NA,NA,NA,NA,NA,NA,NA,NA
"2132","KCA","TEX","LAN",NA,NA,NA,NA,NA,NA
"2133","WAS","WAS",NA,NA,NA,NA,NA,NA,NA
"2134","SEA","SEA","LAN",NA,NA,NA,NA,NA,NA
"2135","LAN","CHA",NA,NA,NA,NA,NA,NA,NA
"2136","HOU","LAA",NA,NA,NA,NA,NA,NA,NA
"2137","LAA","LAA","LAA","LAA","LAA",NA,NA,NA,NA
"2138","LAA","LAA","LAA","ARI","ARI","SEA",NA,NA,NA
"2139","LAN",NA,NA,NA,NA,NA,NA,NA,NA
"2140","HOU",NA,NA,NA,NA,NA,NA,NA,NA
"2141","TEX",NA,NA,NA,NA,NA,NA,NA,NA
"2142","DET",NA,NA,NA,NA,NA,NA,NA,NA
"2143","SLN","SLN",NA,NA,NA,NA,NA,NA,NA
"2144","COL","COL","COL","COL","COL","TOR",NA,NA,NA
"2145","DET","DET","MIA","MIA","MIA","CHN",NA,NA,NA
"2146","NYN","NYN","NYN","LAN","LAN",NA,NA,NA,NA
"2147","WAS",NA,NA,NA,NA,NA,NA,NA,NA
"2148","BAL","TEX","TEX","BOS","BOS","BOS",NA,NA,NA
"2149","ATL","ATL","ATL","ATL","SFN","WAS",NA,NA,NA
"2150","TBA","TBA","ATL","ATL","SDN",NA,NA,NA,NA
"2151","ARI","ARI","ATL","ATL","SDN",NA,NA,NA,NA
"2152","MIA",NA,NA,NA,NA,NA,NA,NA,NA
"2153","LAN","LAN","LAN","LAN","LAN","ATL","NYN",NA,NA
"2154","BAL","BAL",NA,NA,NA,NA,NA,NA,NA
"2155","CLE",NA,NA,NA,NA,NA,NA,NA,NA
"2156","PHI","PHI","PHI","PHI","PHI","LAN",NA,NA,NA
"2157","CIN","MIA","CHN",NA,NA,NA,NA,NA,NA
"2158","CLE","CHN","CHN","CHN","HOU",NA,NA,NA,NA
"2159","HOU","HOU",NA,NA,NA,NA,NA,NA,NA
"2160","NYN","NYN","MIA","MIA",NA,NA,NA,NA,NA
"2161","DET",NA,NA,NA,NA,NA,NA,NA,NA
"2162","ATL","CLE","CHN","BAL",NA,NA,NA,NA,NA
"2163","TEX",NA,NA,NA,NA,NA,NA,NA,NA
"2164","SLN","NYA","PHI","PHI","HOU",NA,NA,NA,NA
"2165","PHI","CIN",NA,NA,NA,NA,NA,NA,NA
"2166","MIN","MIN","BOS","BAL","KCA","TOR","TOR","OAK",NA
"2167","DET","DET","DET","NYN",NA,NA,NA,NA,NA
"2168","BAL","PIT",NA,NA,NA,NA,NA,NA,NA
"2169","LAN","LAN","LAN","LAN",NA,NA,NA,NA,NA
"2170","SEA","SEA","LAA","KCA","KCA",NA,NA,NA,NA
"2171","MIN","MIN",NA,NA,NA,NA,NA,NA,NA
"2172","BOS",NA,NA,NA,NA,NA,NA,NA,NA
"2173","ATL","ATL","ATL","ATL","BOS",NA,NA,NA,NA
"2174","SEA",NA,NA,NA,NA,NA,NA,NA,NA
"2175","ARI","MIN",NA,NA,NA,NA,NA,NA,NA
"2176","BOS",NA,NA,NA,NA,NA,NA,NA,NA
"2177","FLO",NA,NA,NA,NA,NA,NA,NA,NA
"2178","CHA","CHA","CHA","ATL",NA,NA,NA,NA,NA
"2179","HOU",NA,NA,NA,NA,NA,NA,NA,NA
"2180","LAA","MIA","MIA",NA,NA,NA,NA,NA,NA
"2181","LAN",NA,NA,NA,NA,NA,NA,NA,NA
"2182","SDN","SDN","SDN","SDN","SDN","TEX",NA,NA,NA
"2183","OAK",NA,NA,NA,NA,NA,NA,NA,NA
"2184","ATL","ATL",NA,NA,NA,NA,NA,NA,NA
"2185","KCA","KCA","KCA",NA,NA,NA,NA,NA,NA
"2186","PIT","MIL","HOU","DET","CHN","HOU",NA,NA,NA
"2187","KCA",NA,NA,NA,NA,NA,NA,NA,NA
"2188","DET","DET",NA,NA,NA,NA,NA,NA,NA
"2189","DET","DET","DET","DET","DET",NA,NA,NA,NA
"2190","TEX","NYN",NA,NA,NA,NA,NA,NA,NA
"2191","CHA","CHA","CHA","CHA",NA,NA,NA,NA,NA
"2192","PHI","PHI","LAN","BOS","BOS","BOS","LAA",NA,NA
"2193","DET","DET","DET","BOS",NA,NA,NA,NA,NA
"2194","TOR","TOR","CHN","CHN","SLN",NA,NA,NA,NA
"2195","FLO",NA,NA,NA,NA,NA,NA,NA,NA
"2196","HOU","HOU","HOU",NA,NA,NA,NA,NA,NA
"2197","CIN","CIN","CIN","CIN",NA,NA,NA,NA,NA
"2198","SDN","SDN","SDN","SDN",NA,NA,NA,NA,NA
"2199","BAL",NA,NA,NA,NA,NA,NA,NA,NA
"2200","CHN",NA,NA,NA,NA,NA,NA,NA,NA
"2201","ATL","CHN","ATL",NA,NA,NA,NA,NA,NA
"2202","CHA","TOR",NA,NA,NA,NA,NA,NA,NA
"2203","SFN","SFN","SFN","SFN","SFN",NA,NA,NA,NA
"2204","TBA","OAK","OAK","OAK",NA,NA,NA,NA,NA
"2205","CIN","SDN","SDN","LAN","PIT","KCA",NA,NA,NA
"2206","FLO","CHN","COL","PIT",NA,NA,NA,NA,NA
"2207","CIN","CIN","CIN","CIN","CIN",NA,NA,NA,NA
"2208","SLN","SLN","SLN",NA,NA,NA,NA,NA,NA
"2209","CHN","CHN",NA,NA,NA,NA,NA,NA,NA
"2210","NYA","NYA",NA,NA,NA,NA,NA,NA,NA
"2211","OAK","TOR","TOR",NA,NA,NA,NA,NA,NA
"2212","MIL",NA,NA,NA,NA,NA,NA,NA,NA
"2213","SLN","SLN","SLN","SLN",NA,NA,NA,NA,NA
"2214","BOS",NA,NA,NA,NA,NA,NA,NA,NA
"2215","LAA","LAA","ATL","ATL","SLN",NA,NA,NA,NA
"2216","MIN","MIN",NA,NA,NA,NA,NA,NA,NA
"2217","CIN",NA,NA,NA,NA,NA,NA,NA,NA
"2218","BAL","BAL",NA,NA,NA,NA,NA,NA,NA
"2219","PIT","PIT","PIT","PIT","PIT",NA,NA,NA,NA
"2220","SEA","SEA","SEA",NA,NA,NA,NA,NA,NA
"2221","HOU","HOU","HOU","SDN",NA,NA,NA,NA,NA
"2222","LAN","LAN","LAA",NA,NA,NA,NA,NA,NA
"2223","SLN","TOR","MIN","MIN",NA,NA,NA,NA,NA
"2224","WAS","WAS","CLE","CLE",NA,NA,NA,NA,NA
"2225","WAS","WAS","TOR",NA,NA,NA,NA,NA,NA
"2226","MIL",NA,NA,NA,NA,NA,NA,NA,NA
"2227","NYA","NYA","NYA","NYA",NA,NA,NA,NA,NA
"2228","CHN","CHN",NA,NA,NA,NA,NA,NA,NA
"2229","PIT","PIT","PIT","PIT","PIT",NA,NA,NA,NA
"2230","LAA","LAA","LAA","LAA","LAA",NA,NA,NA,NA
"2231","CHA","CHA","CHA",NA,NA,NA,NA,NA,NA
"2232","FLO","MIA","MIA","BAL","CLE",NA,NA,NA,NA
"2233","ATL",NA,NA,NA,NA,NA,NA,NA,NA
"2234","DET","SDN","TOR",NA,NA,NA,NA,NA,NA
"2235","BOS","BOS","ARI",NA,NA,NA,NA,NA,NA
"2236","OAK","OAK","OAK","BAL","BOS","BOS",NA,NA,NA
"2237","MIL","MIL","MIL","MIL","SEA",NA,NA,NA,NA
"2238","BOS","HOU",NA,NA,NA,NA,NA,NA,NA
"2239","DET",NA,NA,NA,NA,NA,NA,NA,NA
"2240","PIT",NA,NA,NA,NA,NA,NA,NA,NA
"2241","DET","SEA","SEA","OAK","CHA","PHI",NA,NA,NA
"2242","SDN",NA,NA,NA,NA,NA,NA,NA,NA
"2243","CHN","CHN",NA,NA,NA,NA,NA,NA,NA
"2244","LAA","LAA","NYA",NA,NA,NA,NA,NA,NA
"2245","SDN",NA,NA,NA,NA,NA,NA,NA,NA
"2246","WAS","WAS","WAS","WAS","WAS",NA,NA,NA,NA
"2247","SLN","SLN","SLN",NA,NA,NA,NA,NA,NA
"2248","TEX","LAN",NA,NA,NA,NA,NA,NA,NA
"2249","BOS","CLE",NA,NA,NA,NA,NA,NA,NA
"2250","ARI","COL","COL",NA,NA,NA,NA,NA,NA
"2251","NYN","NYN",NA,NA,NA,NA,NA,NA,NA
"2252","NYA",NA,NA,NA,NA,NA,NA,NA,NA
"2253","NYA","DET",NA,NA,NA,NA,NA,NA,NA
"2254","CLE","COL","COL",NA,NA,NA,NA,NA,NA
"2255","SFN","SFN","CHN",NA,NA,NA,NA,NA,NA
"2256","NYA","NYA",NA,NA,NA,NA,NA,NA,NA
"2257","SDN","SDN","LAN",NA,NA,NA,NA,NA,NA
"2258","BAL","BAL","BAL","BAL","BAL",NA,NA,NA,NA
"2259","COL","PHI","SLN",NA,NA,NA,NA,NA,NA
"2260","SEA","SEA","SEA","SEA","SEA",NA,NA,NA,NA
"2261","DET","DET","LAA",NA,NA,NA,NA,NA,NA
"2262","CHA",NA,NA,NA,NA,NA,NA,NA,NA
"2263","CIN",NA,NA,NA,NA,NA,NA,NA,NA
"2264","COL","SFN",NA,NA,NA,NA,NA,NA,NA
"2265","LAA","LAA","LAA","HOU","TEX","PHI","PHI",NA,NA
"2266","OAK","MIN","MIN","MIN","KCA",NA,NA,NA,NA
"2267","NYA",NA,NA,NA,NA,NA,NA,NA,NA
"2268","SFN",NA,NA,NA,NA,NA,NA,NA,NA
"2269","BOS",NA,NA,NA,NA,NA,NA,NA,NA
"2270","LAA",NA,NA,NA,NA,NA,NA,NA,NA
"2271","BOS","BOS","DET",NA,NA,NA,NA,NA,NA
"2272","LAA","LAA","ARI","TBA","TEX",NA,NA,NA,NA
"2273","SFN","SFN","LAN","LAN",NA,NA,NA,NA,NA
"2274","TEX","LAA","LAA","LAA","LAA",NA,NA,NA,NA
"2275","SEA","ATL","ATL",NA,NA,NA,NA,NA,NA
"2276","ARI","MIL","ARI","TEX","DET",NA,NA,NA,NA
"2277","PIT","PIT","PIT","NYA",NA,NA,NA,NA,NA
"2278","SEA",NA,NA,NA,NA,NA,NA,NA,NA
